0	2010-10-19 23:55:27+0000	30.2359091167	-97.7951395833	22847
0	2010-10-18 22:17:43+0000	30.2691029532	-97.7493953705	420315
0	2010-10-17 23:42:03+0000	30.2557309927	-97.7633857727	316637
0	2010-10-17 19:26:05+0000	30.2634181234	-97.7575966669	16516
0	2010-10-16 18:50:42+0000	30.2742918584	-97.7405226231	5535878
0	2010-10-12 23:58:03+0000	30.261599404	-97.7585805953	15372
0	2010-10-12 22:02:11+0000	30.2679095833	-97.7493124167	21714
0	2010-10-12 19:44:40+0000	30.2691029532	-97.7493953705	420315
0	2010-10-12 15:57:20+0000	30.2811204101	-97.7452111244	153505
0	2010-10-12 15:19:03+0000	30.2691029532	-97.7493953705	420315
0	2010-10-12 00:21:28+0000	40.6438845363	-73.7828063965	23261
0	2010-10-11 20:21:20+0000	40.74137425	-73.9881052167	16907
0	2010-10-11 20:20:42+0000	40.741388197	-73.9894545078	12973
0	2010-10-11 00:06:30+0000	40.7249103345	-73.9946207517	341255
0	2010-10-10 22:00:37+0000	40.729768314	-73.9985353275	260957
0	2010-10-10 21:17:14+0000	40.7285271242	-73.9968681335	1933724
0	2010-10-10 17:47:04+0000	40.7417466987	-73.993421425	105068
0	2010-10-09 23:51:10+0000	40.7341933833	-74.0041635333	34817
0	2010-10-09 22:27:07+0000	40.7425115937	-74.0060305595	27836
0	2010-10-09 21:39:26+0000	40.7423961659	-74.0075433254	15079
0	2010-10-09 21:36:05+0000	40.7423961659	-74.0075433254	15079
0	2010-10-09 21:05:23+0000	40.7358847426	-74.0049684048	22806
0	2010-10-09 20:55:47+0000	40.7275253534	-73.9853990078	1365909
0	2010-10-09 01:37:03+0000	40.7568799674	-73.9862251282	11844
0	2010-10-08 21:48:37+0000	40.7074172208	-74.0113627911	11742
0	2010-10-08 21:45:48+0000	40.7071727167	-74.0105454333	19822
0	2010-10-08 21:43:52+0000	40.7070708167	-74.0119528667	15169
0	2010-10-08 21:43:02+0000	40.705823135	-73.9966964722	11794
0	2010-10-08 19:28:36+0000	40.7693780407	-73.9630830288	1567837
0	2010-10-08 17:24:27+0000	40.7808054632	-73.9764726162	35513
0	2010-10-08 00:07:48+0000	40.7317243329	-74.0033376217	87914
0	2010-10-07 23:18:10+0000	40.7308686424	-73.9975655079	16397
0	2010-10-07 21:58:31+0000	40.7422010764	-73.9879953861	17710
0	2010-10-07 21:02:01+0000	40.7458101407	-73.9882206917	60450
0	2010-10-07 20:31:48+0000	40.7484436586	-73.9857316017	12313
